Dex,Pokemon,Moves,Levels
715,noivern,"razorwind, cut, gust, wingattack, whirlwind, fly, tackle, bodyslam, takedown, doubleedge, bite, supersonic, flamethrower, hyperbeam, absorb, solarbeam, toxic, psychic, agility, screech, doubleteam, swift, dreameater, leechlife, rest, superfang, substitute, thief, snore, protect, scaryface, outrage, endure, swagger, steelwing, attract, sleeptalk, return, frustration, irontail, moonlight, hiddenpower, sunnyday, shadowball, uproar, heatwave, torment, facade, taunt, brickbreak, secretpower, hypervoice, aircutter, aerialace, dragonclaw, dragondance, waterpulse, roost, tailwind, uturn, darkpulse, airslash, xscissor, dragonpulse, focusblast, gigaimpact, shadowclaw, dracometeor, honeclaws, round, echoedvoice, acrobatics, dragontail, wildcharge, hurricane, boomburst, confide, breakingswipe, dualwingbeat, terablast, dragoncheer, psychicnoise","31, 101, 11, 16, 40, 101, 1, 101, 101, 101, 13, 1, 101, 101, 1, 101, 101, 101, 18, 1, 101, 101, 101, 5, 101, 43, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 23, 101, 101, 101, 101, 27, 35, 101, 101, 53, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 1, 101, 101, 101, 101, 101, 101"
716,xerneas,"cut, tackle, bodyslam, takedown, roar, aurorabeam, hyperbeam, thunderbolt, thunderwave, thunder, toxic, psychic, doubleteam, lightscreen, reflect, swift, flash, rest, rockslide, substitute, snore, protect, outrage, endure, swagger, sleeptalk, return, frustration, megahorn, hiddenpower, raindance, sunnyday, psychup, hail, facade, naturepower, ingrain, secretpower, hypervoice, aromatherapy, calmmind, gravity, closecombat, nightslash, focusblast, gigaimpact, zenheadbutt, flashcannon, grassknot, wonderroom, psyshock, round, echoedvoice, healpulse, hornleech, drainingkiss, mistyterrain, playrough, moonblast, confide, geomancy, dazzlinggleam, smartstrike","101, 1, 101, 1, 101, 10, 101, 101, 101, 101, 101, 101, 101, 5, 101, 101, 101, 101, 101, 101, 101, 101, 93, 101, 101, 101, 101, 101, 44, 101, 101, 101, 59, 101, 101, 72, 1, 101, 101, 1, 101, 18, 80, 51, 101, 88, 101, 101, 101, 101, 101, 101, 101, 1, 55, 101, 63, 101, 35, 101, 26, 101, 101"
717,yveltal,"razorwind, cut, gust, fly, bodyslam, disable, hyperbeam, toxic, psychic, doubleteam, swift, dreameater, skyattack, rest, rockslide, substitute, thief, snore, protect, endure, swagger, steelwing, sleeptalk, return, frustration, hiddenpower, raindance, sunnyday, shadowball, heatwave, torment, facade, taunt, secretpower, hypervoice, aerialace, dragonclaw, roost, tailwind, uturn, payback, embargo, suckerpunch, darkpulse, airslash, dragonrush, focusblast, gigaimpact, shadowclaw, zenheadbutt, honeclaws, foulplay, round, skydrop, acrobatics, hurricane, snarl, phantomforce, confide, oblivionwing","1, 101, 1, 101, 101, 35, 88, 101, 59, 5, 101, 101, 93, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 1, 25, 101, 101, 101, 80, 44, 10, 63, 72, 101, 101, 101, 101, 51, 101, 101, 101, 1, 18, 55, 101, 26"
718,zygarde-50,"bind, bodyslam, bite, hyperbeam, strength, earthquake, dig, toxic, doubleteam, haze, swift, glare, rest, rockslide, substitute, snore, reversal, protect, outrage, sandstorm, endure, swagger, sleeptalk, return, frustration, safeguard, dragonbreath, irontail, hiddenpower, sunnyday, crunch, extremespeed, rocksmash, facade, superpower, brickbreak, secretpower, camouflage, hypervoice, dragondance, payback, dragonpulse, focusblast, earthpower, gigaimpact, zenheadbutt, stoneedge, grassknot, sludgewave, coil, round, retaliate, bulldoze, dragontail, confide, thousandarrows, thousandwaves, landswrath, highhorsepower, coreenforcer, stompingtantrum, breakingswipe","18, 101, 1, 101, 101, 55, 10, 101, 101, 44, 101, 1, 101, 101, 101, 101, 101, 101, 93, 35, 101, 101, 101, 101, 101, 5, 1, 101, 101, 101, 51, 88, 101, 101, 101, 101, 101, 59, 101, 72, 101, 63, 101, 101, 101, 101, 101, 101, 101, 80, 101, 101, 1, 101, 101, 1, 1, 26, 101, 1, 101, 101"
719,diancie,"tackle, bodyslam, takedown, hyperbeam, rockthrow, toxic, psychic, doubleteam, harden, lightscreen, reflect, metronome, swift, amnesia, flash, explosion, rest, rockslide, sharpen, substitute, snore, flail, protect, spikes, sandstorm, endure, charm, swagger, sleeptalk, return, frustration, safeguard, batonpass, encore, hiddenpower, raindance, sunnyday, psychup, ancientpower, hail, facade, naturepower, helpinghand, endeavor, skillswap, secretpower, faketears, rocktomb, sandtomb, irondefense, calmmind, gravity, gyroball, guardswap, rockpolish, powergem, earthpower, gigaimpact, flashcannon, trickroom, stoneedge, stealthrock, guardsplit, wonderroom, psyshock, smackdown, round, storedpower, allyswitch, bulldoze, drainingkiss, playrough, moonblast, confide, diamondstorm, mysticalfire, dazzlinggleam, bodypress, meteorbeam, mistyexplosion, scorchingsands, terablast, snowscape","1, 101, 101, 101, 5, 101, 101, 101, 1, 60, 18, 101, 101, 101, 101, 101, 101, 101, 8, 101, 101, 35, 101, 101, 101, 101, 101, 101, 101, 101, 101, 70, 101, 101, 101, 101, 101, 101, 31, 101, 101, 101, 101, 101, 40, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 40, 101, 101, 101, 46, 49, 21, 27, 101, 101, 12, 101, 101, 101, 101, 101, 101, 50, 101, 50, 101, 101, 101, 101, 101, 101, 101, 101"
720,hoopa,"firepunch, icepunch, thunderpunch, takedown, psybeam, hyperbeam, thunderbolt, thunderwave, toxic, confusion, psychic, doubleteam, lightscreen, reflect, swift, dreameater, flash, rest, substitute, thief, protect, scaryface, destinybond, sandstorm, endure, swagger, sleeptalk, return, frustration, safeguard, hiddenpower, raindance, sunnyday, psychup, shadowball, futuresight, torment, facade, focuspunch, taunt, trick, magiccoat, brickbreak, knockoff, skillswap, secretpower, astonish, rocktomb, calmmind, gravity, embargo, fling, darkpulse, drainpunch, focusblast, energyball, gigaimpact, nastyplot, zenheadbutt, trickroom, gunkshot, grassknot, chargebeam, guardsplit, powersplit, wonderroom, psyshock, foulplay, round, allyswitch, quash, phantomforce, confide, hyperspacehole, poweruppunch, throatchop, psychicterrain, expandingforce, skittersmack, lashout, terablast, psychicnoise","101, 101, 101, 101, 15, 101, 101, 101, 101, 1, 75, 101, 19, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 68, 101, 101, 101, 101, 101, 1, 10, 101, 101, 25, 101, 6, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 68, 46, 55, 101, 101, 101, 35, 29, 50, 101, 101, 101, 1, 101, 46, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101"
721,volcanion,"cut, stomp, bodyslam, takedown, doubleedge, leer, roar, flamethrower, mist, watergun, hydropump, hyperbeam, strength, solarbeam, firespin, earthquake, dig, toxic, doubleteam, haze, focusenergy, selfdestruct, fireblast, explosion, rest, rockslide, substitute, snore, protect, scaryface, sludgebomb, sandstorm, endure, swagger, sleeptalk, return, frustration, hiddenpower, raindance, sunnyday, rocksmash, heatwave, willowisp, facade, taunt, superpower, brickbreak, secretpower, weatherball, overheat, rocktomb, mudshot, waterpulse, gyroball, fling, flareblitz, focusblast, earthpower, gigaimpact, thunderfang, firefang, flashcannon, stoneedge, smackdown, sludgewave, heavyslam, flamecharge, round, scald, incinerate, bulldoze, wildcharge, heatcrash, mistyterrain, confide, steameruption, stompingtantrum, liquidation, bodypress, scorchingsands, terablast","101, 28, 46, 1, 101, 6, 101, 101, 8, 1, 50, 101, 101, 101, 1, 101, 101, 101, 101, 11, 101, 101, 101, 76, 101, 101, 101, 101, 101, 30, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 40, 65, 101, 101, 21, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 15, 101, 32, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101"
722,rowlet,"swordsdance, furyattack, tackle, takedown, growl, peck, razorleaf, solarbeam, toxic, nightshade, doubleteam, confuseray, lightscreen, haze, swift, rest, substitute, snore, protect, foresight, gigadrain, endure, falseswipe, swagger, steelwing, attract, sleeptalk, return, frustration, safeguard, batonpass, synthesis, hiddenpower, raindance, sunnyday, facade, naturepower, helpinghand, knockoff, featherdance, astonish, aircutter, bulletseed, aerialace, magicalleaf, leafblade, roost, pluck, suckerpunch, seedbomb, airslash, energyball, bravebird, nastyplot, shadowclaw, shadowsneak, leafstorm, grassknot, ominouswind, round, echoedvoice, grasspledge, workup, grassyterrain, confide, leafage, grassyglide, dualwingbeat, terablast, trailblaze","101, 29, 1, 101, 4, 8, 15, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 18, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 25, 101, 101, 101, 101, 101, 101, 101, 39, 11, 101, 101, 101, 101, 36, 101, 22, 32, 101, 101, 101, 43, 46, 101, 12, 101, 101, 16, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101"
723,dartrix,"swordsdance, furyattack, tackle, takedown, growl, peck, razorleaf, solarbeam, toxic, nightshade, doubleteam, confuseray, lightscreen, haze, swift, rest, substitute, snore, protect, foresight, gigadrain, endure, falseswipe, swagger, steelwing, attract, sleeptalk, return, frustration, safeguard, batonpass, synthesis, hiddenpower, raindance, sunnyday, facade, naturepower, helpinghand, knockoff, featherdance, astonish, aircutter, bulletseed, aerialace, magicalleaf, leafblade, roost, pluck, tailwind, suckerpunch, seedbomb, airslash, energyball, bravebird, nastyplot, shadowclaw, shadowsneak, leafstorm, grassknot, ominouswind, round, echoedvoice, grasspledge, workup, grassyterrain, confide, leafage, grassyglide, dualwingbeat, terablast, trailblaze","101, 33, 1, 101, 1, 1, 15, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 19, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 28, 101, 101, 101, 101, 101, 101, 101, 46, 11, 101, 101, 101, 101, 42, 101, 24, 101, 37, 101, 101, 101, 51, 55, 101, 12, 101, 101, 16, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101"
724,decidueye,"swordsdance, furyattack, tackle, takedown, growl, hyperbeam, peck, lowkick, razorleaf, solarbeam, toxic, nightshade, doubleteam, confuseray, lightscreen, haze, swift, rest, substitute, snore, curse, reversal, spite, protect, scaryface, foresight, gigadrain, endure, falseswipe, swagger, steelwing, attract, sleeptalk, return, frustration, safeguard, batonpass, synthesis, hiddenpower, raindance, sunnyday, shadowball, facade, focuspunch, naturepower, taunt, helpinghand, brickbreak, knockoff, imprison, featherdance, astonish, aircutter, rocktomb, bulletseed, aerialace, frenzyplant, bulkup, magicalleaf, leafblade, roost, pluck, tailwind, uturn, closecombat, suckerpunch, aurasphere, seedbomb, airslash, focusblast, energyball, bravebird, gigaimpact, nastyplot, shadowclaw, shadowsneak, psychocut, leafstorm, grassknot, ominouswind, smackdown, lowsweep, round, echoedvoice, hex, acrobatics, grasspledge, workup, hurricane, phantomforce, grassyterrain, confide, spiritshackle, solarblade, leafage, grassyglide, skittersmack, poltergeist, coaching, dualwingbeat, terablast, trailblaze, upperhand","101, 33, 1, 101, 1, 101, 1, 101, 15, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 19, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 28, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 49, 11, 101, 101, 101, 101, 101, 101, 101, 44, 101, 24, 101, 1, 101, 38, 101, 101, 101, 101, 101, 55, 101, 60, 101, 1, 101, 1, 101, 16, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 0, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101"
725,litten,"payday, scratch, swordsdance, doublekick, bodyslam, takedown, thrash, doubleedge, leer, bite, growl, roar, ember, flamethrower, firespin, toxic, doubleteam, lick, fireblast, leechlife, furyswipes, rest, substitute, snore, protect, scaryface, outrage, endure, swagger, attract, sleeptalk, return, frustration, hiddenpower, sunnyday, crunch, heatwave, torment, willowisp, facade, taunt, helpinghand, revenge, endeavor, overheat, bulkup, uturn, flareblitz, nastyplot, shadowclaw, firefang, flamecharge, round, acrobatics, firepledge, workup, confide, terablast, trailblaze, temperflare","101, 1, 101, 16, 101, 101, 32, 101, 11, 22, 4, 18, 1, 36, 101, 101, 101, 8, 101, 101, 29, 101, 101, 101, 101, 39, 46, 101, 25, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 43, 101, 101, 15, 101, 101, 101, 101, 101, 101, 101, 101, 101"
726,torracat,"payday, scratch, swordsdance, doublekick, bodyslam, takedown, thrash, doubleedge, leer, bite, growl, roar, ember, flamethrower, firespin, toxic, doubleteam, lick, fireblast, leechlife, furyswipes, rest, substitute, snore, protect, scaryface, outrage, endure, swagger, attract, sleeptalk, return, frustration, hiddenpower, sunnyday, crunch, heatwave, torment, willowisp, facade, taunt, helpinghand, revenge, endeavor, overheat, bulkup, uturn, flareblitz, nastyplot, shadowclaw, firefang, flamecharge, round, acrobatics, firepledge, workup, confide, terablast, trailblaze, temperflare","101, 1, 101, 16, 101, 101, 37, 101, 11, 24, 1, 19, 1, 42, 101, 101, 101, 1, 101, 101, 33, 101, 101, 101, 101, 46, 55, 101, 28, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 51, 101, 101, 15, 101, 101, 101, 101, 101, 101, 101, 101, 101"
727,incineroar,"megapunch, payday, firepunch, thunderpunch, scratch, swordsdance, doublekick, megakick, bodyslam, takedown, thrash, doubleedge, leer, bite, growl, roar, ember, flamethrower, hyperbeam, lowkick, firespin, earthquake, toxic, doubleteam, lick, fireblast, leechlife, furyswipes, rest, substitute, thief, snore, reversal, protect, scaryface, outrage, endure, swagger, attract, sleeptalk, return, frustration, batonpass, hiddenpower, crosschop, sunnyday, crunch, heatwave, torment, willowisp, facade, focuspunch, taunt, helpinghand, superpower, revenge, brickbreak, knockoff, endeavor, blazekick, blastburn, overheat, aerialace, bulkup, uturn, closecombat, assurance, embargo, fling, flareblitz, darkpulse, drainpunch, focusblast, gigaimpact, nastyplot, shadowclaw, firefang, ironhead, flamecharge, lowsweep, round, quash, acrobatics, firepledge, bulldoze, workup, heatcrash, snarl, confide, darkestlariat, throatchop, brutalswing, stompingtantrum, burningjealousy, lashout, scorchingsands, terablast, trailblaze, temperflare","101, 101, 101, 101, 1, 101, 16, 101, 101, 101, 38, 101, 11, 24, 1, 19, 1, 44, 101, 101, 101, 101, 101, 101, 1, 101, 101, 33, 101, 101, 101, 101, 101, 101, 49, 60, 101, 28, 101, 101, 101, 101, 101, 101, 66, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 55, 101, 101, 101, 101, 101, 101, 15, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 0, 1, 101, 101, 101, 101, 101, 101, 101, 101"
728,popplio,"pound, doubleslap, growl, sing, watergun, hydropump, surf, icebeam, blizzard, bubblebeam, toxic, doubleteam, waterfall, swift, amnesia, rest, substitute, snore, protect, icywind, endure, charm, swagger, attract, sleeptalk, return, frustration, encore, irontail, hiddenpower, raindance, whirlpool, uproar, hail, facade, helpinghand, dive, hypervoice, waterpulse, brine, captivate, aquajet, wonderroom, round, echoedvoice, scald, acrobatics, waterpledge, workup, disarmingvoice, drainingkiss, mistyterrain, playrough, moonblast, confide, babydolleyes, flipturn, tripleaxel, terablast, icespinner, chillingwater","1, 29, 4, 25, 1, 43, 101, 101, 101, 22, 101, 101, 101, 101, 101, 101, 101, 101, 101, 16, 101, 101, 101, 101, 101, 101, 101, 18, 101, 101, 101, 101, 101, 101, 101, 101, 101, 32, 101, 101, 39, 15, 101, 101, 101, 101, 101, 101, 101, 8, 101, 46, 101, 36, 101, 11, 101, 101, 101, 101, 101"
729,brionne,"pound, doubleslap, bodyslam, growl, sing, watergun, hydropump, surf, icebeam, blizzard, bubblebeam, toxic, doubleteam, waterfall, swift, amnesia, rest, substitute, snore, protect, icywind, endure, charm, swagger, attract, sleeptalk, return, frustration, encore, irontail, hiddenpower, raindance, whirlpool, uproar, hail, facade, helpinghand, dive, hypervoice, waterpulse, brine, captivate, aquajet, wonderroom, round, echoedvoice, scald, acrobatics, waterpledge, workup, disarmingvoice, drainingkiss, mistyterrain, playrough, moonblast, confide, babydolleyes, flipturn, tripleaxel, terablast, icespinner, chillingwater","1, 33, 101, 1, 28, 1, 51, 101, 101, 101, 24, 101, 101, 101, 101, 101, 101, 101, 101, 101, 16, 101, 101, 101, 101, 101, 101, 101, 19, 101, 101, 101, 101, 101, 101, 101, 101, 101, 37, 101, 101, 46, 15, 101, 101, 101, 101, 101, 101, 101, 1, 101, 55, 101, 42, 101, 11, 101, 101, 101, 101, 101"
730,primarina,"pound, doubleslap, bodyslam, growl, sing, watergun, hydropump, surf, icebeam, blizzard, bubblebeam, hyperbeam, toxic, psychic, doubleteam, lightscreen, haze, reflect, waterfall, swift, amnesia, rest, substitute, snore, protect, icywind, endure, charm, swagger, attract, sleeptalk, return, frustration, encore, irontail, hiddenpower, raindance, psychup, shadowball, whirlpool, uproar, hail, facade, helpinghand, dive, hypervoice, hydrocannon, weatherball, calmmind, waterpulse, brine, energyball, gigaimpact, captivate, aquajet, wonderroom, round, echoedvoice, storedpower, scald, acrobatics, waterpledge, workup, disarmingvoice, drainingkiss, mistyterrain, playrough, moonblast, confide, dazzlinggleam, babydolleyes, sparklingaria, liquidation, mistyexplosion, flipturn, tripleaxel, terablast, icespinner, snowscape, chillingwater, alluringvoice, psychicnoise","1, 33, 101, 1, 28, 1, 55, 101, 101, 101, 24, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 16, 101, 101, 101, 101, 101, 101, 101, 19, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 38, 101, 101, 101, 101, 101, 101, 101, 49, 15, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 60, 101, 44, 101, 101, 11, 0, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101"
731,pikipek,"swordsdance, fly, furyattack, takedown, growl, supersonic, peck, drillpeck, toxic, screech, doubleteam, rest, substitute, thief, protect, endure, swagger, steelwing, attract, sleeptalk, return, frustration, hiddenpower, sunnyday, rocksmash, uproar, heatwave, facade, helpinghand, brickbreak, knockoff, endeavor, featherdance, hypervoice, aircutter, bulletseed, aerialace, roost, pluck, tailwind, uturn, airslash, bravebird, gunkshot, smackdown, flamecharge, round, echoedvoice, acrobatics, workup, confide, dualwingbeat, terablast","101, 101, 21, 101, 3, 13, 1, 27, 101, 25, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 9, 101, 101, 101, 101, 101, 101, 101, 33, 37, 101, 31, 101, 19, 15, 101, 101, 101, 101, 101, 101, 101, 101, 7, 101, 101, 101, 101, 101"
732,trumbeak,"swordsdance, fly, furyattack, takedown, growl, supersonic, peck, drillpeck, toxic, screech, doubleteam, swift, rest, substitute, thief, protect, endure, swagger, steelwing, attract, sleeptalk, return, frustration, hiddenpower, sunnyday, rocksmash, uproar, heatwave, facade, helpinghand, brickbreak, knockoff, endeavor, featherdance, hypervoice, aircutter, bulletseed, aerialace, rockblast, roost, pluck, tailwind, uturn, airslash, bravebird, gunkshot, smackdown, flamecharge, round, echoedvoice, acrobatics, workup, confide, dualwingbeat, terablast","101, 101, 24, 101, 1, 13, 1, 32, 101, 29, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 40, 45, 101, 37, 101, 1, 21, 16, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101"
